series,order,suborder,family,genus,genus.species
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Alectis,Alectis alexandrina
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Alectis,Alectis ciliaris
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Alectis,Alectis indica
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Alepes,Alepes apercna
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Alepes,Alepes djedaba
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Alepes,Alepes kleinii
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Alepes,Alepes melanoptera
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Alepes,Alepes vari
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Atropus,Atropus atropos
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Atule,Atule mate
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Campogramma,Campogramma glaycos
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides armatus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides bajad
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides bartholomaei
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides chrysophrys
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides ciliarius
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides coeruleopinnatus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides dinema
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides equula
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides ferdau
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides fulvoguttatus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides gymnostethus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides hedlandensis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides humerosus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides malabaricus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides oblongus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides orthogrammus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides otrynter
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides plagiotaenia
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides praeustus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Carangoides,Carangoides talamparoides
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx bucculentus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx caballus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx caninus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx crysos
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx fischeri
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx heberi
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx hippos
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx ignobilis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx latus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx lugubris
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx melampygus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx papuensis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx rhonchus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx ruber
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx senegallus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx sexfasciatus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx tille
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Caranx,Caranx vinctus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Chloroscombrus,Chloroscombrus chrysurus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Chloroscombrus,Chloroscombrus orqueta
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Decapterus,Decapterus akaadsi
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Decapterus,Decapterus koheru
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Decapterus,Decapterus kurroides
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Decapterus,Decapterus macarellus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Decapterus,Decapterus macrosoma
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Decapterus,Decapterus maruadsi
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Decapterus,Decapterus muroadsi
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Decapterus,Decapterus punctatus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Decapterus,Decapterus russelli
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Decapterus,Decapterus scombrinus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Decapterus,Decapterus tabl
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Elagatis,Elagatis bipinnulata
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Gnathanodon,Gnathanodon speciosus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Hemicaranx,Hemicaranx amblyrhynchus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Hemicaranx,Hemicaranx bicolor
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Hemicaranx,Hemicaranx leucurus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Hemicaranx,Hemicaranx zelotes
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Lichia,Lichia amia
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Megalaspis,Megalaspis cordyla
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Naucrates,Naucrates ductor
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Oligoplites,Oligoplites altus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Oligoplites,Oligoplites palometa
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Oligoplites,Oligoplites refulgens
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Oligoplites,Oligoplites saliens
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Oligoplites,Oligoplites saurus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Pantolabus,Pantolabus radiatus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Parastromateus,Parastromateus niger
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Parona,Parona signata
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Pseudocaranx,Pseudocaranx chilensis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Pseudocaranx,Pseudocaranx dentex
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Pseudocaranx,Pseudocaranx dinjerra
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Pseudocaranx,Pseudocaranx wrighti
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Scomberoides,Scomberoides commersonnianus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Scomberoides,Scomberoides lysan
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Scomberoides,Scomberoides tala
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Scomberoides,Scomberoides tol
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Selar,Selar boops
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Selar,Selar crumenophthalmus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Selaroides,Selaroides leptolepis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Selene,Selene brevoortii
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Selene,Selene brownii
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Selene,Selene dorsalis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Selene,Selene orstedii
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Selene,Selene peruviana
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Selene,Selene setapinnis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Selene,Selene spixii
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Selene,Selene vomer
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Seriola,Seriola carpenteri
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Seriola,Seriola dumerili
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Seriola,Seriola fasciata
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Seriola,Seriola hippos
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Seriola,Seriola lalandi
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Seriola,Seriola peruana
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Seriola,Seriola quinqueradiata
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Seriola,Seriola rivoliana
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Seriola,Seriola zonata
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Seriolina,Seriolina nigrofasciata
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus africanus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus anak
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus baillonii
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus blochii
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus botla
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus carolinus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus cayennensis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus coppingeri
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus falcatus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus goodei
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus goreensis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus kennedyi
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus marginatus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus maxillosus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus mookalee
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus ovatus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus paitensis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus rhodopus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus stilbe
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachinotus,Trachinotus teraia
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus aleevi
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus capensis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus declivis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus delagoa
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus indicus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus japonicus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus lathami
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus longimanus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus mediterraneus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus murphyi
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus novaezelandiae
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus picturatus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus symmetricus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus trachurus
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Trachurus,Trachurus trecae
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Ulua,Ulua aurochs
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Ulua,Ulua mentalis
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Uraspis,Uraspis helvola
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Uraspis,Uraspis secunda
Carangaria,Carangiformes,Carangiformes suborder,Carangidae,Uraspis,Uraspis uraspis
Carangaria,Carangiformes,Carangiformes suborder,Coryphaenidae,Coryphaena,Coryphaena equiselis
Carangaria,Carangiformes,Carangiformes suborder,Coryphaenidae,Coryphaena,Coryphaena hippurus
Carangaria,Carangiformes,Carangiformes suborder,Echeneidae,Echeneis,Echeneis naucrates
Carangaria,Carangiformes,Carangiformes suborder,Echeneidae,Echeneis,Echeneis neucratoides
Carangaria,Carangiformes,Carangiformes suborder,Echeneidae,Phtheirichthys,Phtheirichthys lineatus
Carangaria,Carangiformes,Carangiformes suborder,Echeneidae,Remora,Remora albescens
Carangaria,Carangiformes,Carangiformes suborder,Echeneidae,Remora,Remora australis
Carangaria,Carangiformes,Carangiformes suborder,Echeneidae,Remora,Remora brachyptera
Carangaria,Carangiformes,Carangiformes suborder,Echeneidae,Remora,Remora osteochir
Carangaria,Carangiformes,Carangiformes suborder,Echeneidae,Remora,Remora remora
Carangaria,Carangiformes,Carangiformes suborder,Nematistiidae,Nematistius,Nematistius pectoralis
Carangaria,Carangiformes,Carangiformes suborder,Rachycentridae,Rachycentron,Rachycentron canadum
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Centropomus,Centropomus armatus
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Centropomus,Centropomus ensiferus
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Centropomus,Centropomus medius
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Centropomus,Centropomus mexicanus
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Centropomus,Centropomus nigrescens
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Centropomus,Centropomus parallelus
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Centropomus,Centropomus pectinatus
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Centropomus,Centropomus poeyi
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Centropomus,Centropomus robalito
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Centropomus,Centropomus undecimalis
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Centropomus,Centropomus unionensis
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Centropomus,Centropomus viridis
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Hypopterus,Hypopterus macropterus
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Lates,Lates angustifrons
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Lates,Lates calcarifer
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Lates,Lates japonicus
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Lates,Lates lakdiva
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Lates,Lates longispinis
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Lates,Lates macrophthalmus
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Lates,Lates mariae
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Lates,Lates microlepis
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Lates,Lates niloticus
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Lates,Lates stappersii
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Lates,Lates uwisara
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Centropomidae,Psammoperca,Psammoperca waigiensis
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Lactariidae,Lactarius,Lactarius lactarius
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Leptobramidae,Leptobrama,Leptobrama muelleri
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Menidae,Mene,Mene maculata
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Eleutheronema,Eleutheronema rhadinum
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Eleutheronema,Eleutheronema tetradactylum
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Eleutheronema,Eleutheronema tridactylum
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Filimanus,Filimanus heptadactyla
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Filimanus,Filimanus hexanema
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Filimanus,Filimanus perplexa
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Filimanus,Filimanus sealei
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Filimanus,Filimanus similis
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Filimanus,Filimanus xanthonema
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Galeoides,Galeoides decadactylus
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Leptomelanosoma,Leptomelanosoma indicum
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Parapolynemus,Parapolynemus verekeri
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Pentanemus,Pentanemus quinquarius
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Polydactylus,Polydactylus approximans
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Polydactylus,Polydactylus bifurcus
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Polydactylus,Polydactylus longipes
Carangaria,Incertae sedis in Carangaria,Incertae sedis in Carangaria suborder,Polynemidae,Polydactylus,Polydactylus luparensis
